lag_1,lag_2,lag_4,lag_8,ma_4,ma_8,std_4,wow_change,avg_basket,avg_unit_price,total_quantity,avg_margin,n_orders,category_encoded,category_target_enc,revenue,week_start,category
60018.15,66613.8,169483.63,234788.82,112100.45250000001,145333.51625,56831.11695375248,0.2909994726595204,307.4738095238095,152.1954761904762,483,0.3392633784647319,252,0,89904.48566037737,77483.4,2024-01-15,Accessories
77483.4,60018.15,152286.23,182247.4,89100.39500000002,125670.33875,42734.95152842812,-0.19474752011398566,252.60607287449392,144.6255060728745,439,0.3387207820918761,247,0,89904.48566037737,62393.7,2024-01-22,Accessories
62393.7,77483.4,66613.8,142583.72,66627.2625,110688.62625000002,7734.324407834664,-0.10119915953052949,273.5585853658537,150.1380975609756,376,0.3436658165748279,205,0,89904.48566037737,56079.51,2024-01-29,Accessories
56079.51,62393.7,60018.15,154646.38,63993.69,99875.6,9362.538958498495,-0.2149728127082423,284.02541935483873,153.2009677419355,292,0.3355747969296873,155,0,89904.48566037737,44023.94,2024-02-05,Accessories
44023.94,56079.51,77483.4,169483.63,59995.1375,86047.795,13928.432738324409,0.10309686048091105,274.3653672316384,151.55045197740114,323,0.3400746792070396,177,0,89904.48566037737,48562.67,2024-02-12,Accessories
48562.67,44023.94,62393.7,152286.23,52764.955,70932.675,8119.186075268618,-0.1338834952855763,278.54920529801325,145.47311258278145,291,0.33673728253817736,151,0,89904.48566037737,42060.93,2024-02-19,Accessories
42060.93,48562.67,56079.51,66613.8,47681.7625,57154.5125,6225.527675945305,0.3749039785853523,289.14869999999996,154.1753,372,0.33852963234624645,200,0,89904.48566037737,57829.74,2024-02-26,Accessories
57829.74,42060.93,44023.94,60018.15,48119.32,56056.505000000005,7022.939615654965,0.11449472191989796,264.1431967213115,145.06729508196722,453,0.34825457245819874,244,0,89904.48566037737,64450.94,2024-03-04,Accessories
64450.94,57829.74,48562.67,77483.4,53226.07,56610.60375,9892.74371724729,-0.09005935367273155,281.95447115384616,158.04038461538462,363,0.34652077273090326,208,0,89904.48566037737,58646.53,2024-03-11,Accessories
58646.53,64450.94,42060.93,62393.7,55747.034999999996,54255.995,9588.398609641183,0.10077544229812063,283.1432456140351,154.32469298245613,414,0.32898973131038023,228,0,89904.48566037737,64556.66,2024-03-18,Accessories
64556.66,58646.53,57829.74,56079.51,61370.9675,54526.365000000005,3633.0757953136226,-0.06813657955662522,259.3016810344827,149.28857758620688,408,0.3368331019184978,232,0,89904.48566037737,60157.99,2024-03-25,Accessories
60157.99,64556.66,64450.94,44023.94,61953.03,55036.175,3009.6264661142513,0.1684374760526408,273.50525291828797,150.79474708171207,457,0.33291198489411744,257,0,89904.48566037737,70290.85,2024-04-01,Accessories
70290.85,60157.99,58646.53,48562.67,63413.00750000001,58319.53875,5225.8047284248,0.03777034991040784,287.188031496063,155.23027559055117,463,0.34056404904013715,254,0,89904.48566037737,72945.76,2024-04-08,Accessories
72945.76,70290.85,64556.66,42060.93,66987.815,61367.425,5743.523105751541,-0.021832386145541394,288.87927125506076,148.11263157894737,476,0.3306486703101781,247,0,89904.48566037737,71353.18000000001,2024-04-15,Accessories
71353.18000000001,72945.76,60157.99,57829.74,68686.945,65028.956249999996,5789.700594460975,-0.04643142744303774,272.1606,148.25636000000003,448,0.3421321397585271,250,0,89904.48566037737,68040.15,2024-04-22,Accessories
68040.15,71353.18000000001,70290.85,64450.94,70657.485,66305.25749999999,2057.9162385047775,0.21822232902190852,281.932074829932,155.25649659863947,529,0.337397236082447,294,0,89904.48566037737,82888.03,2024-04-29,Accessories
82888.03,68040.15,72945.76,58646.53,73806.78,68609.89375,6389.695650545614,-0.11395493414429081,276.09973684210524,152.5702255639098,482,0.3507253343662673,266,0,89904.48566037737,73442.53,2024-05-06,Accessories
73442.53,82888.03,71353.18000000001,64556.66,73930.9725,70459.39375,6372.185889569334,0.0179788196294437,254.2957142857143,143.28931972789115,518,0.33943045802362426,294,0,89904.48566037737,74762.94,2024-05-13,Accessories
74762.94,73442.53,68040.15,60157.99,74783.4125,71735.17874999999,6136.089932176667,0.025045162750421568,287.0239325842697,154.25385767790263,493,0.3363449448748292,267,0,89904.48566037737,76635.39,2024-05-20,Accessories
76635.39,74762.94,82888.03,70290.85,76932.2225,73794.85375,4181.048226600574,-0.15518039381022264,260.01236947791165,147.02550200803213,442,0.3510724407951721,249,0,89904.48566037737,64743.08,2024-05-27,Accessories
64743.08,76635.39,73442.53,72945.76,72395.985,73101.3825,5267.423218934299,0.06279837165609048,283.16395061728394,149.92732510288064,449,0.34171014181771525,243,0,89904.48566037737,68808.84,2024-06-03,Accessories
68808.84,64743.08,74762.94,71353.18000000001,71237.5625,72584.2675,5466.315766037169,0.15818752357981913,275.7561937716263,144.6953633217993,546,0.3415014747376112,289,0,89904.48566037737,79693.54,2024-06-10,Accessories
79693.54,68808.84,76635.39,68040.15,72470.2125,73626.8125,6895.3943332990875,-0.2325911234461413,251.6770781893004,145.88135802469134,417,0.32685166999540566,243,0,89904.48566037737,61157.53,2024-06-17,Accessories
61157.53,79693.54,64743.08,82888.03,68600.7475,72766.485,8028.624482219426,0.25879331621142976,278.93003623188406,152.0020652173913,498,0.34386196015549164,276,0,89904.48566037737,76984.69,2024-06-24,Accessories
76984.69,61157.53,68808.84,73442.53,71661.15,72028.5675,8392.875404853901,-0.18044159169829743,259.6438271604938,144.05230452674897,429,0.3423020366623136,243,0,89904.48566037737,63093.45,2024-07-01,Accessories
63093.45,76984.69,79693.54,74762.94,70232.3025,70734.9325,9459.113117783638,0.003823059287453967,270.6609401709402,147.2434188034188,433,0.3428575919243215,234,0,89904.48566037737,63334.66,2024-07-08,Accessories
63334.66,63093.45,61157.53,76635.39,66142.5825,69306.39749999999,7293.460112499859,0.09862467091478822,282.849674796748,155.4589430894309,447,0.33284480630063795,246,0,89904.48566037737,69581.02,2024-07-15,Accessories
69581.02,63334.66,76984.69,64743.08,68248.455,68424.60124999999,6552.785395196574,-0.16107625326561759,260.59450892857143,146.08946428571429,401,0.3415461752759691,224,0,89904.48566037737,58373.17,2024-07-22,Accessories
58373.17,69581.02,63093.45,68808.84,63595.575,67628.3625,4597.799183120262,0.041702206681597076,265.5347598253275,147.2396069868996,416,0.3412319889067728,229,0,89904.48566037737,60807.46,2024-07-29,Accessories
60807.46,58373.17,63334.66,79693.54,63024.0775,66628.19,4817.82420298067,-0.0031736237626106556,275.52036363636364,148.71972727272728,406,0.34445486225304267,220,0,89904.48566037737,60614.48,2024-08-05,Accessories
60614.48,60807.46,69581.02,61157.53,62344.0325,64243.3075,4949.550281492884,0.024697234060244266,265.4337179487179,149.79153846153847,420,0.3361139517538507,234,0,89904.48566037737,62111.49,2024-08-12,Accessories
62111.49,60614.48,58373.17,76984.69,60476.65,64362.552500000005,1551.9624459592646,-0.02993890502385299,271.40513513513514,151.16635135135135,406,0.34232260515542895,222,0,89904.48566037737,60251.94,2024-08-19,Accessories
60251.94,62111.49,60807.46,63093.45,60946.3425,62270.95875,810.1819952904871,0.1546049803541596,277.16011952191235,145.34294820717133,480,0.3359843064256087,251,0,89904.48566037737,69567.19,2024-08-26,Accessories
69567.19,60251.94,60614.48,63334.66,63136.275,63080.176250000004,4362.174169215163,0.03539685877782306,266.7764814814815,144.87599999999998,488,0.3392320163129472,270,0,89904.48566037737,72029.65,2024-09-02,Accessories
72029.65,69567.19,62111.49,69581.02,65990.0675,64167.05,5693.324535046268,-0.14008675594008846,263.5712765957447,147.78621276595746,425,0.3363791528399191,235,0,89904.48566037737,61939.25,2024-09-09,Accessories
61939.25,72029.65,60251.94,58373.17,65947.0075,63211.82875,5732.950814501475,0.24493967879817724,269.61758741258745,148.43615384615384,515,0.34236321120358115,286,0,89904.48566037737,77110.63,2024-09-16,Accessories
77110.63,61939.25,69567.19,60807.46,70161.68,65554.01125,6317.673397921245,-0.05436474841406436,262.2968705035971,145.77377697841726,499,0.34811867145266157,278,0,89904.48566037737,72918.53,2024-09-23,Accessories
72918.53,77110.63,72029.65,60614.48,70999.515,67067.895,6433.711347320078,0.7189612846007731,274.87747807017547,153.28076754385964,810,0.3442243231845388,456,0,89904.48566037737,125344.13,2024-09-30,Accessories
125344.13,72918.53,61939.25,62111.49,84328.13500000001,75159.10125,28082.292653700883,0.0983631223895367,280.39382892057023,154.07319755600815,884,0.3439481092931198,491,0,89904.48566037737,137673.37,2024-10-07,Accessories
137673.37,125344.13,77110.63,60251.94,103261.66500000001,84604.33625,33047.35579277466,0.03683915051981379,286.636827309237,151.1320080321285,935,0.3387105977131132,498,0,89904.48566037737,142745.14,2024-10-14,Accessories
142745.14,137673.37,72918.53,69567.19,119670.29250000001,94915.98625000002,32012.909455676832,-0.058937908499021474,281.02937238493723,149.5555439330544,878,0.3448685894075566,478,0,89904.48566037737,134332.04,2024-10-21,Accessories
134332.04,142745.14,125344.13,72029.65,135023.66999999998,103011.5925,7321.517504803136,0.33236471358582786,272.83425304878045,148.45336890243902,1197,0.34769868416468847,656,0,89904.48566037737,178979.27,2024-10-28,Accessories
178979.27,134332.04,137673.37,61939.25,148432.455,116380.295,20656.178024688863,0.011372378488302193,259.33336676217766,148.33436962750716,1214,0.33619487288492206,698,0,89904.48566037737,181014.69,2024-11-04,Accessories
181014.69,178979.27,142745.14,77110.63,159267.785,131264.725,24195.452013999922,0.1456448092693472,291.26199438202246,155.41289325842695,1331,0.3366679647048544,712,0,89904.48566037737,207378.54,2024-11-11,Accessories
207378.54,181014.69,134332.04,72918.53,175426.135,147548.21375,30295.970823798365,-0.04558475529820982,265.6714630872483,152.01561073825505,1297,0.33950275248659767,745,0,89904.48566037737,197925.24,2024-11-18,Accessories
197925.24,207378.54,178979.27,125344.13,191324.435,163174.0525,13662.587051766977,0.009493887692140879,272.9567213114754,151.1664344262295,1306,0.34543002640365544,732,0,89904.48566037737,199804.32,2024-11-25,Accessories
199804.32,197925.24,181014.69,137673.37,196530.6975,172481.57625,11121.803341510598,-0.19184109732962729,273.6841355932204,152.67486440677965,1047,0.3415298855511293,590,0,89904.48566037737,161473.64,2024-12-02,Accessories
161473.64,199804.32,207378.54,142745.14,191645.435,175456.61,20525.359613125176,-0.043566120141962705,269.998006993007,148.78318181818182,1031,0.3371342189833429,572,0,89904.48566037737,154438.86,2024-12-09,Accessories
154438.86,161473.64,197925.24,134332.04,178410.51499999998,176918.325,23804.88298933873,-0.13213487848848393,262.8080392156863,149.5282156862745,895,0.341349086748041,510,0,89904.48566037737,134032.1,2024-12-16,Accessories
134032.1,154438.86,199804.32,178979.27,162437.23,176880.83250000002,27495.776971079387,0.0030529253813078583,263.61037254901964,146.76015686274508,907,0.3474047581802671,510,0,89904.48566037737,134441.29,2024-12-23,Accessories
134441.29,134032.1,161473.64,181014.69,146096.4725,171313.585,13993.392160233901,-0.7423206070099446,283.95696721311475,152.30467213114753,222,0.3456158332476997,122,0,89904.48566037737,34642.75,2024-12-30,Accessories
116696.35,132357.63,194112.32,31222.97,146186.67,141825.1325,33560.92547646545,-0.01115656145200783,415.0878417266187,238.3887050359712,496,0.3273290298882343,278,1,239722.78405660376,115394.42,2023-02-20,Clothing & Apparel
115394.42,116696.35,141580.38,160038.76,126507.195,152346.56375,12664.582419068069,0.35417180484116995,469.26087087087086,253.34822822822824,607,0.32502121276797175,333,1,239722.78405660376,156263.87,2023-02-27,Clothing & Apparel
156263.87,115394.42,132357.63,184116.69,130178.0675,151874.7025,19022.20215883253,-0.03949006254612786,432.54466858789624,245.8851585014409,609,0.3281261944916244,347,1,239722.78405660376,150093.0,2023-03-06,Clothing & Apparel
150093.0,156263.87,116696.35,174475.96,134611.91,147621.74125,21592.828527417798,0.10134310061095464,428.2484196891192,249.05862694300518,672,0.32188455329333593,386,1,239722.78405660376,165303.89,2023-03-13,Clothing & Apparel
165303.89,150093.0,115394.42,194112.32,146763.795,146475.2325,21825.88556002027,-0.17971192329472718,423.74003125,246.51928125,544,0.323896656265685,320,1,239722.78405660376,135596.81,2023-03-20,Clothing & Apparel
135596.81,165303.89,156263.87,141580.38,151814.39250000002,139160.79375,12486.493597869106,0.4112364442791834,470.1699262899263,260.88815724815726,736,0.3255055873149989,407,1,239722.78405660376,191359.16,2023-03-27,Clothing & Apparel
191359.16,135596.81,150093.0,132357.63,160588.215,145383.14125000002,23831.41140504063,-0.09976935517484509,430.66845,252.19555,681,0.3251026750289969,400,1,239722.78405660376,172267.38,2023-04-03,Clothing & Apparel
172267.38,191359.16,165303.89,116696.35,166131.81,150371.86,23145.453720430723,-0.01936808930396472,430.94614795918363,245.46201530612245,689,0.3289343220124897,392,1,239722.78405660376,168930.88999999998,2023-04-10,Clothing & Apparel
168930.88999999998,172267.38,135596.81,115394.42,167038.56,156901.17750000002,23173.2367099333,-0.06606820102587507,459.9706413994169,260.48446064139944,612,0.32926459844046574,343,1,239722.78405660376,157769.93,2023-04-17,Clothing & Apparel
157769.93,168930.88999999998,191359.16,156263.87,172581.83999999997,162198.11625,13969.117667490682,0.06185874583325224,431.7767525773196,257.1604381443299,657,0.3253718015410529,388,1,239722.78405660376,167529.38,2023-04-24,Clothing & Apparel
167529.38,157769.93,172267.38,150093.0,166624.39500000002,163606.305,6228.529713656365,0.173862877066697,457.3407441860465,258.1251162790698,766,0.3227606370067279,430,1,239722.78405660376,196656.52,2023-05-01,Clothing & Apparel
196656.52,167529.38,168930.88999999998,165303.89,172721.68,169426.745,16710.88928415839,-0.02091768938044858,420.39938864628823,243.61652838427946,793,0.3278872829479575,458,1,239722.78405660376,192542.92,2023-05-08,Clothing & Apparel
192542.92,196656.52,157769.93,135596.81,178624.6875,172831.62375,18946.335953032125,0.007207951349236907,460.64313539192403,247.13144893111638,787,0.33244221431870435,421,1,239722.78405660376,193930.76,2023-05-15,Clothing & Apparel
193930.76,192542.92,167529.38,191359.16,187664.89500000002,180123.36750000002,13531.992666205222,-0.03320633611707602,417.57467706013364,240.19467706013364,775,0.3205443451183913,449,1,239722.78405660376,187491.03,2023-05-22,Clothing & Apparel
187491.03,193930.76,196656.52,172267.38,192655.3075,179639.85125,3843.560571356984,0.08524594483266745,443.2982135076253,248.9068845315904,811,0.32892083389444254,459,1,239722.78405660376,203473.88,2023-05-29,Clothing & Apparel
203473.88,187491.03,192542.92,168930.88999999998,194359.64750000002,183540.66375,6676.615502939343,0.023398531546162005,455.656170678337,248.81008752735232,841,0.3264543525732136,457,1,239722.78405660376,208234.87,2023-06-05,Clothing & Apparel
208234.87,203473.88,193930.76,157769.93,198282.635,188453.66125,9334.408758939413,-0.055056100834600885,447.2051590909091,244.53140909090908,795,0.32201812775469996,440,1,239722.78405660376,196770.27,2023-06-12,Clothing & Apparel
196770.27,208234.87,187491.03,167529.38,198992.5125,193328.70375,8994.929835829174,0.10145506229167656,463.10600427350425,249.98647435897436,865,0.32265909765919587,468,1,239722.78405660376,216733.61,2023-06-19,Clothing & Apparel
216733.61,196770.27,203473.88,196656.52,206303.15749999997,199479.2325,8394.573798930434,-0.07543989139478635,432.79319654427644,247.46529157667385,810,0.32611071071433384,463,1,239722.78405660376,200383.25,2023-06-26,Clothing & Apparel
200383.25,216733.61,208234.87,192542.92,205530.5,199945.07375,8870.533673994165,-0.11289526444949871,445.51611528822053,243.34909774436088,738,0.32603885406117733,399,1,239722.78405660376,177760.93,2023-07-03,Clothing & Apparel
177760.93,200383.25,196770.27,193930.76,197912.01499999998,198097.32499999998,15997.17942942333,0.030520204861664624,492.43610215053764,259.3983333333333,683,0.32855570355458186,372,1,239722.78405660376,183186.23,2023-07-10,Clothing & Apparel
183186.23,177760.93,216733.61,187491.03,194516.005,196754.25874999998,17674.302208124038,0.001650124029519029,440.0204076738609,249.23393285371702,730,0.32230660126439326,417,1,239722.78405660376,183488.51,2023-07-17,Clothing & Apparel
183488.51,183186.23,200383.25,203473.88,186204.72999999998,196253.94374999998,9811.85305585029,-0.10541052407041729,420.88946153846155,244.76251282051282,671,0.3248491872976732,390,1,239722.78405660376,164146.89,2023-07-24,Clothing & Apparel
164146.89,183488.51,177760.93,208234.87,177145.63999999998,191338.07,9056.614723165902,-0.03015213995220989,432.6019293478261,249.84614130434784,631,0.3286328853313988,368,1,239722.78405660376,159197.51,2023-07-31,Clothing & Apparel
159197.51,164146.89,183186.23,196770.27,172504.785,185208.4,12671.141213012306,0.13067157897130421,466.3215025906736,251.81943005181347,708,0.3245555339963403,386,1,239722.78405660376,180000.1,2023-08-07,Clothing & Apparel
180000.1,159197.51,183488.51,216733.61,171708.2525,183112.12875000003,11849.361199199333,-0.05283347064807187,460.783972972973,241.96262162162162,679,0.32043411149913065,370,1,239722.78405660376,170490.07,2023-08-14,Clothing & Apparel
170490.07,180000.1,164146.89,200383.25,168458.64250000002,177331.68625,8975.739964219709,-0.015313912417303843,429.3585677749361,242.89281329923273,694,0.32088252448859245,391,1,239722.78405660376,167879.2,2023-08-21,Clothing & Apparel
167879.2,170490.07,159197.51,177760.93,169391.72000000003,173268.68,8562.587872471684,0.16982425458305728,461.0074178403756,255.24284037558684,770,0.3288194893496371,426,1,239722.78405660376,196389.16,2023-08-28,Clothing & Apparel
196389.16,167879.2,180000.1,183186.23,178689.6325,175597.20875000002,12898.176548389472,-0.06210714481389912,443.8361204819277,252.6007469879518,730,0.32506507492151687,415,1,239722.78405660376,184191.99,2023-09-04,Clothing & Apparel
184191.99,196389.16,170490.07,183488.51,179737.60499999998,175722.92875000002,13206.747042913297,0.013000619625207488,442.1483412322275,249.77381516587678,764,0.32354341852108853,422,1,239722.78405660376,186586.6,2023-09-11,Clothing & Apparel
