week_start,category,revenue,revenue_winsor,profit,n_orders,avg_basket,avg_margin,avg_unit_price,total_quantity,n_anomalies,lag_1,lag_2,lag_4,lag_8,lag_12,lag_52,ma_4,ma_8,ma_12,std_4,wow_change,mom_change,yoy_change,rolling_sum_4,category_encoded,cat_Clothing & Apparel,cat_Electronics,cat_Home & Furniture,category_target_enc,revenue_robust,profit_robust,n_orders_robust,avg_basket_robust,avg_unit_price_robust,total_quantity_robust,lag_1_robust,lag_4_robust,ma_4_robust,ma_8_robust,revenue_std,profit_std,n_orders_std,avg_basket_std,avg_unit_price_std,total_quantity_std,lag_1_std,lag_4_std,ma_4_std,ma_8_std
2023-05-22,Accessories,72206.71,72206.71,24118.55,272,265.4658455882353,0.33900606635602326,149.22352941176473,482,0,66822.73,70967.85,64133.23,71253.45,65356.06,,68004.9975,68386.38249999999,66500.25166666666,3137.933460133485,0.0805710871136216,0.12588606561684168,,272019.99,0,False,False,False,89904.48566037737,-0.8760663521658307,-1.0999737576360025,-0.4617253948967193,-0.6368746622660024,-0.6802308604967598,-0.44235924932975873,-0.9240250077268916,-0.9083243481984679,-0.9755825151335218,-0.9359029609527487,-1.0024261112712025,-0.9958276545847359,-0.7245775204179953,-1.2700723109109626,-1.2553434080843402,-0.7233554476317066,-1.030541632410707,-1.0179281811724483,-1.04408325233998,-1.076264620857836
2023-05-29,Accessories,70213.42,70213.42,24460.44,272,258.1375735294118,0.3478128517069069,146.80051470588234,479,0,72206.71,66822.73,70096.18,65416.92,54380.02,,70023.3675,68505.54000000001,67071.13916666666,2302.781921334566,-0.027605329200014905,0.001672559046727029,,280093.47,0,False,False,False,89904.48566037737,-0.885498656322895,-1.0881917460442179,-0.4617253948967193,-0.6497602010026826,-0.6875960218862883,-0.450402144772118,-0.8986437736576202,-0.8795882212938869,-0.9658300240293474,-0.9353466770233502,-1.011062715657913,-0.9879701281425132,-0.7245775204179953,-1.2943369948359116,-1.2689319618118196,-0.7301386194498071,-1.007185435983606,-0.9915210493351938,-1.0349867654483784,-1.0756892131905937
2023-06-05,Accessories,76669.98,76669.98,25413.92,286,268.0768531468531,0.3344105997941898,148.918006993007,517,0,70213.42,72206.71,70967.85,70205.45,62340.34,,70052.6775,69105.1025,68390.58916666666,2304.7628742726038,0.09195621008063704,0.08034807310634307,,280210.71,0,False,False,False,89904.48566037737,-0.8549460334088514,-1.0553334804835557,-0.393681652490887,-0.6322836428867715,-0.6811595473581342,-0.3485254691689008,-0.9080405693474144,-0.8753875454976927,-0.9656884020699131,-0.932547633879444,-0.9830874815379111,-0.9660566638348985,-0.6690665518213647,-1.2614269887085436,-1.2570568140294878,-0.6442184430872002,-1.0158325098538985,-0.9876608283692994,-1.0348546697321357,-1.072793945502946
2023-06-12,Accessories,80002.94,80002.94,26860.079999999998,261,306.5246743295019,0.34410918136011065,156.83329501915708,501,0,76669.98,70213.42,66822.73,68195.25,68835.54,,71478.20999999999,69913.16875,69584.72583333333,4113.326948566119,0.04347151257897819,0.19724141770322778,,285912.83999999997,0,False,False,False,89904.48566037737,-0.8391743732573789,-1.0054967672612467,-0.5151883353584447,-0.5646795903607098,-0.657099695960754,-0.3914209115281501,-0.8776029635906519,-0.8953633451194767,-0.9588004216575202,-0.9287751959820028,-0.9686463029052332,-0.9328201244810574,-0.7681932814582051,-1.134122186005886,-1.2126669403936836,-0.6803953594504031,-0.9878233635340083,-1.0060176367143705,-1.0284300113692975,-1.0688918200312831
2023-06-19,Accessories,75124.55,75124.55,25246.72,280,268.3019642857143,0.34041419281852037,151.38389285714285,503,0,80002.94,76669.98,72206.71,64133.23,71253.45,,74773.26250000001,71389.13,70515.3425,4409.324188159886,-0.060977634071947895,0.04040954088615867,,299093.05000000005,0,False,False,False,89904.48566037737,-0.8622590514912436,-1.061095428297608,-0.42284325637910086,-0.6318878226611344,-0.6736640718608432,-0.38605898123324395,-0.8618906767872986,-0.8694173397812254,-0.9428791732273326,-0.9218847063041395,-0.989783580709308,-0.9698993571606453,-0.6928569669342064,-1.2606816219169446,-1.2432278337639968,-0.6758732449050028,-0.9733646789839784,-0.9821744936947001,-1.0135797104465782,-1.061764451466129
2023-06-26,Accessories,76109.81,76109.81,26497.23,275,276.76294545454545,0.34891130979615304,154.26399999999998,491,0,75124.55,80002.94,70213.42,70096.18,65416.92,,75502.7225,72763.045,70837.93416666666,4071.6165092370657,0.013115020322917115,0.08397810561001018,,302010.89,0,False,False,False,89904.48566037737,-0.8575967735518625,-1.01800109001441,-0.4471445929526124,-0.6170106047131426,-0.6649095010054626,-0.41823056300268097,-0.8848884513836367,-0.8790232285439404,-0.9393545210769088,-0.9154706170956586,-0.9855146078864622,-0.9411593665459337,-0.7126823128615745,-1.2326664183179679,-1.2270758514600517,-0.7030059321774049,-0.9945275798654832,-0.9910018479102951,-1.010292145070583,-1.0551298609020519
2023-07-03,Accessories,64235.22,64235.22,21673.43,244,263.25909836065574,0.3403938681625132,148.51868852459015,421,0,76109.81,75124.55,76669.98,70967.85,70205.45,,76976.82,73514.74875,71729.00833333333,2116.141420368721,-0.15601917807967192,-0.16218551250437263,,307907.28,0,False,False,False,89904.48566037737,-0.913787666307273,-1.1842360413626523,-0.5978128797083839,-0.6407548575773652,-0.6823733431137148,-0.6058981233243967,-0.8802437248655051,-0.8479083395163548,-0.9322318811469477,-0.91196130617697,-1.0369652929771351,-1.0520229076029797,-0.8355994576112566,-1.2773790843972177,-1.2592962393409743,-0.8612799412664175,-0.9902534320990046,-0.9624087469895857,-1.0036486116323668,-1.0514999080980343
2023-07-10,Accessories,67889.23,67889.23,23358.91,267,254.26677902621722,0.3468573747516546,145.66322097378278,469,0,64235.22,76109.81,80002.94,66822.73,68195.25,,73868.13,72673.17,71231.48916666667,6758.514857644405,0.05688483669862099,-0.15141581046896535,,295472.52,0,False,False,False,89904.48566037737,-0.8964967885559404,-1.1261520234103253,-0.48602673147023084,-0.6565663446764274,-0.6910530177781733,-0.4772117962466488,-0.9362230836793616,-0.8318464303056634,-0.9472526511596985,-0.9158901963764817,-1.0211330564259642,-1.0132861686874297,-0.7444028663453633,-1.3071536048641046,-1.2753100398915944,-0.7527491921768089,-1.0417664868524188,-0.9476486175019501,-1.0176590050860213,-1.0555638643352674
2023-07-17,Accessories,75794.56,75794.56,26666.48,263,288.1922433460076,0.3506401859379367,149.61946768060835,502,0,67889.23,64235.22,75124.55,72206.71,64133.23,,70839.7025,72806.4825,71205.9875,5728.8285081063395,0.11644453766819862,0.008918655752347293,,283358.81,0,False,False,False,89904.48566037737,-0.8590885453891337,-1.0121684963090969,-0.5054678007290401,-0.5969140990797073,-0.6790273394272244,-0.38873994638069703,-0.9189972984607209,-0.8553559405531146,-0.9618856036180619,-0.9152678301692523,-0.9868805353395225,-0.9372695588582383,-0.7602631430872578,-1.1948228040806252,-1.253122939332795,-0.678134302177703,-1.0259150581126035,-0.9692527375907559,-1.031307667648344,-1.0549201026363462
2023-07-24,Accessories,66436.62,66436.62,22476.41,250,265.74647999999996,0.3415067021536832,149.40284,441,0,75794.56,67889.23,76109.81,70213.42,70096.18,,71007.205,73254.96375,72177.765,5903.018849789222,-0.12346453360241161,-0.12709517997745634,,284028.82,0,False,False,False,89904.48566037737,-0.9033705797963484,-1.1565642180628446,-0.56865127582017,-0.6363812136665764,-0.6796858157564214,-0.5522788203753352,-0.8817298808394013,-0.8506078617676129,-0.9610762541721342,-0.9131741062155644,-1.0274269814936559,-1.0335683269408489,-0.8118090424984149,-1.2691431006898801,-1.2543378130476177,-0.8160587958124139,-0.9916210153596489,-0.9648894793521369,-1.030552759333436,-1.0527544013597636
2023-07-31,Accessories,68781.25,68781.25,22948.32,251,274.0288844621514,0.3392093888611633,148.11334661354581,461,0,66436.62,75794.56,64235.22,76669.98,70967.85,,68588.9075,72782.86375,71872.80166666667,5033.153845091431,0.03529122944544749,0.07077161096358031,,274355.63,0,False,False,False,89904.48566037737,-0.892275724910317,-1.1403015338946063,-0.5637910085054678,-0.6218179929409748,-0.6836054481378955,-0.49865951742627346,-0.9258452129071646,-0.9078328469142045,-0.972761140915396,-0.9153780937368621,-1.0172680774991478,-1.0227226008203152,-0.8078439733129413,-1.2417191834554326,-1.261569444832816,-0.7708376503584103,-1.032216612815996,-1.0174765149038931,-1.0414516586971518,-1.055034156807008
2023-08-07,Accessories,69977.05,69977.05,23661.12,273,256.3261904761905,0.3404561308561118,145.7630402930403,479,0,68781.25,66436.62,67889.23,80002.94,66822.73,,69725.415,71796.7725,71690.585,4159.876459884389,0.017385552021808248,0.030753331566730102,,278901.66,0,False,False,False,89904.48566037737,-0.8866171657889563,-1.115737440582067,-0.456865127582017,-0.6529452146473583,-0.690749600141318,-0.450402144772118,-0.914792125259024,-0.8902237616341656,-0.9672696902479875,-0.9199816370748435,-1.0120868687810847,-1.0063405924316047,-0.7206124512325217,-1.300334675721749,-1.2747502413152678,-0.7301386194498071,-1.0220453939725245,-1.0012946043051716,-1.0363295920909514,-1.0597959591765647
2023-08-14,Accessories,67208.21,67208.21,22701.45,242,277.71987603305786,0.3366369439554719,157.54466942148758,429,0,69977.05,68781.25,75794.56,75124.55,72206.71,,70247.37,70543.53624999999,71953.44499999999,3979.7702285182563,-0.03956782973846418,-0.11328451540585482,,280989.48,0,False,False,False,89904.48566037737,-0.8997193942866888,-1.1488090222729266,-0.6075334143377886,-0.6153280026019274,-0.6549373536238199,-0.5844504021447721,-0.9091548681183893,-0.8521270869844384,-0.9647476742180825,-0.9258323404348057,-1.0240838063516835,-1.028396319129688,-0.8435295959822039,-1.22949791995446,-1.208677468409484,-0.8431914830848161,-1.0168579044782236,-0.9662855749611382,-1.0339772202188438,-1.0658477960069432
2023-08-21,Accessories,67175.93,67175.93,22975.86,260,258.3689615384615,0.3441096143568938,147.88880769230767,450,0,67208.21,69977.05,66436.62,76109.81,70213.42,,68100.7825,69553.99375,71536.90333333334,1586.3520252743392,-0.000480298463536144,0.011128049560618747,,272403.13,0,False,False,False,89904.48566037737,-0.8998721441515807,-1.1393524666529855,-0.520048602673147,-0.6493533439523601,-0.6842879720157468,-0.5281501340482574,-0.9222077725014591,-0.897224052648322,-0.9751196949566397,-0.9304519958505946,-1.024223670390335,-1.022089659587115,-0.7721583506436788,-1.2935708446631904,-1.2628286857229962,-0.7957092803581123,-1.0288693850028936,-1.0077275383022894,-1.0436515638998465,-1.0706262643497837
2023-08-28,Accessories,73757.47,73757.47,25016.63,248,297.40915322580645,0.341513799179859,151.30310483870966,469,0,67175.93,67208.21,68781.25,64235.22,76669.98,,68285.61,68437.25875,71283.77916666666,1353.8597595517997,0.097974676346126,0.07234849613811911,,273142.44,0,False,False,False,89904.48566037737,-0.8687281123740249,-1.0690246542099007,-0.5783718104495748,-0.5807077071314661,-0.6739096406527519,-0.4772117962466488,-0.9223599473304438,-0.885925016898519,-0.9742266334517835,-0.9356654464004708,-0.9957069180686405,-0.9751874271805084,-0.8197391808693621,-1.1643046405622854,-1.2436809025490732,-0.7527491921768089,-1.0290094185878378,-0.9973442626552386,-1.0428185744425331,-1.076018941111865
2023-09-04,Accessories,66840.3,66840.3,22900.79,257,260.0789883268483,0.3461434807069706,147.18684824902724,448,0,73757.47,67175.93,69977.05,67889.23,80002.94,,69529.66500000001,69627.54000000001,71041.07,3109.325233524732,-0.09378263652481567,-0.04482541061676648,,278118.66000000003,0,False,False,False,89904.48566037737,-0.901460354720156,-1.1419394847295459,-0.534629404617254,-0.6463465483195495,-0.6864216959985656,-0.5335120643431636,-0.8913331591038398,-0.8801623221664655,-0.9682155277969214,-0.930108646947315,-1.02567790109952,-1.0238149645390517,-0.7840535582000996,-1.2879087650910435,-1.2667653575006665,-0.8002313949035127,-1.0004580976258688,-0.9920486206909442,-1.0372118075960524,-1.0702711119158461
2023-09-11,Accessories,71639.66,71639.66,24937.53,249,287.7094779116466,0.3415850172643669,151.66654618473896,472,0,66840.3,73757.47,67208.21,75794.56,75124.55,,68745.47750000001,69496.42375,69944.18333333333,3345.466626539858,0.0718033880757567,0.06593614083755539,,274981.91000000003,0,False,False,False,89904.48566037737,-0.8787496486617061,-1.0717505517702568,-0.5735115431348724,-0.597762961220094,-0.6728048994546755,-0.4691689008042895,-0.9239421789863321,-0.8935056736315089,-0.9720046158321949,-0.9307207600141215,-1.0048830475511639,-0.9770053520732512,-0.8157741116838886,-1.1964212914976633,-1.2416426803932947,-0.7459660203587083,-1.0304654121477743,-1.0043105251034017,-1.0407460214985123,-1.070904267995405
2023-09-18,Accessories,76100.43,76100.43,26263.63,281,270.8200355871886,0.3455088123981616,153.6797153024911,493,0,71639.66,66840.3,67175.93,66436.62,76109.81,,69853.34,68977.06125,69653.77583333333,3400.005124947162,0.06226676676019949,0.13285264528529783,,279413.36,0,False,False,False,89904.48566037737,-0.857641159974808,-1.0260512754771052,-0.41798298906439857,-0.6274602161208173,-0.6666855327745383,-0.4128686327077748,-0.9013169687250202,-0.8936612345831318,-0.96665157393408,-0.9331453913825394,-0.9855552499150417,-0.9465281055464986,-0.6888918977487327,-1.252344021492136,-1.2303525893126814,-0.6984838176320046,-1.0096453506162733,-1.0044534782081078,-1.0357530535546036,-1.0734122525081555
2023-09-25,Accessories,80905.22,80905.22,27531.22,303,267.0139273927393,0.3389287825802292,150.11561056105612,545,0,76100.43,71639.66,73757.47,68781.25,64235.22,,72084.465,70185.03749999999,69652.99416666666,3942.3359676931227,0.06313748818502085,0.09690882835325021,,288337.86,0,False,False,False,89904.48566037737,-0.8349047590041413,-0.9823683363047684,-0.3110571081409477,-0.6341526197572956,-0.6775192295598381,-0.2734584450402145,-0.8802879441931344,-0.8619440528748202,-0.9558710794188022,-0.9275059832465001,-0.9647368690516339,-0.9173955718576017,-0.6016603756683131,-1.264946448309966,-1.2503405112397654,-0.5809088394515952,-0.9902941233947535,-0.9753068990028211,-1.0256977122068704,-1.067578974736329
